Kanske et al. (2010) - Supplement
LANG database, including valence mean and sd, arousal mean and sd,
concreteness mean and sd, frequency, number of letters and syllables.
Ratings from all, female, and male participants are provided separately.
all participants
word	valence_mean	valence_sd	arousal_mean	arousal_sd	concreteness_mean	concreteness_sd	frequency	number_of_letters	number_of_syllables
Mord	2.300000	2.718392	6.580645	2.705232	4.838710	3.377344	10	4	1
Mörder	2.466667	2.609444	7.129032	2.217235	4.400000	2.786668	10	6	2
Moschus	5.225807	1.647416	3.096774	2.005905	3.354839	2.331643	17	7	2
Möse	5.064516	2.393540	8.000000	1.414214	2.137931	1.552053	18	4	2
Mühle	5.258065	0.893224	2.000000	1.286535	1.666667	1.061337	12	5	2
Müll	3.580645	1.875708	4.741936	2.250448	3.000000	2.016598	11	4	1
Mund	5.774194	1.564389	4.300000	2.718392	1.612903	1.202149	10	4	1
Münze	5.533333	1.224276	2.838710	1.551274	1.387097	0.667204	13	5	2
Murmel	5.451613	1.410407	2.161290	1.344043	2.000000	1.825742	17	6	2
Muschi	5.483871	2.321938	7.193548	1.904720	1.935484	1.030711	18	6	2
Musik	6.774194	2.472646	6.354839	2.122081	4.548387	2.964667	8	5	2
Muskel	6.000000	1.437591	4.800000	2.771779	2.166667	1.821014	14	6	2
Mut	6.451613	2.203614	5.700000	2.380235	6.600000	2.774266	10	3	1
Mutant	4.419355	2.045714	4.548387	2.378217	4.548387	2.930742	18	6	2
Mütze	5.433333	0.773854	2.000000	1.174440	1.633333	1.351457	12	5	2
Mystik	5.533333	1.756433	4.612903	2.304740	7.466667	2.388671	14	6	2
Mythen	6.000000	1.632993	4.451613	2.203614	7.600000	2.044336	12	6	2
Nacken	5.903226	1.738866	4.000000	2.160247	1.903226	1.300124	12	6	2
Nadel	4.612903	0.919327	4.548387	2.553934	1.451613	0.767625	13	5	2
Nähe	6.322581	2.071828	5.451613	2.350017	6.566667	2.160513	9	4	2
Name	5.483871	1.234800	2.900000	2.122945	6.000000	2.959497	9	4	2
Narbe	3.709677	1.952666	4.666667	2.425914	2.225807	1.687398	14	5	2
Nase	5.193548	0.654184	2.774194	1.927169	1.833333	1.464131	10	4	2
Natter	4.354839	1.906976	3.967742	2.152268	1.741936	1.315744	16	6	2
Nazi	2.400000	2.540703	8.225807	1.334408	3.866667	2.932968	14	4	2
Neid	3.354839	2.345896	5.838710	2.018197	7.833333	1.703614	12	4	1
Nektar	5.645161	1.427081	2.870968	1.910357	2.866667	1.960530	16	6	2
Nigger	2.806452	2.508909	7.451613	1.963648	4.161290	2.817762	15	6	2
Nippel	6.700000	2.135900	7.645161	1.427081	1.666667	0.922266	18	6	2
Not	3.612903	2.124106	5.387097	2.666801	7.322581	1.814517	10	3	1
Notar	4.419355	1.285151	2.451613	1.748117	4.129032	2.906796	13	5	2
Notiz	5.000000	1.032796	2.677419	1.796053	4.064516	2.594038	13	5	2
Nutte	3.838710	2.733701	7.466667	1.775957	3.580645	2.460003	16	5	2
Nutzen	5.354839	1.450250	2.580645	1.839822	6.666667	2.577533	11	6	2
Obdach	5.354839	2.025642	3.677419	2.211894	3.766667	2.648140	15	6	2
Obhut	5.870968	1.627717	3.193548	2.166708	5.709677	2.597352	13	5	2
Ofen	5.129032	1.727077	3.633333	2.341284	1.566667	0.817200	12	4	2
Opfer	2.935484	2.365523	6.266667	2.318343	4.580645	2.766155	8	5	2
Ordner	5.290323	1.131181	1.966667	1.098065	3.096774	2.761097	13	6	2
Ordnung	5.645161	1.924377	3.193548	1.579438	5.800000	2.696102	10	7	2
Organ	4.870968	1.565076	4.100000	2.249138	2.354839	1.623749	12	5	2
Orgie	5.645161	1.817478	8.064516	0.963863	4.290323	2.783206	15	5	2
Paar	6.466667	1.960530	4.633333	2.399473	4.903226	2.981664	10	4	1
Paarung	6.300000	1.368362	6.000000	2.289406	5.032258	2.834124	15	7	2
Packung	4.967742	0.481932	2.225807	1.707038	2.225807	2.140244	14	7	2
Paddel	5.677419	1.012821	1.966667	1.066200	1.419355	0.719916	17	6	2
Paket	5.645161	1.141589	2.322581	1.326326	1.833333	1.416244	11	5	2
Palast	5.766667	2.238893	4.100000	2.454412	2.633333	2.141275	11	6	2
Panik	2.935484	2.096592	6.700000	2.151984	7.300000	2.036732	11	5	2
Papier	5.483871	0.926318	2.333333	1.625939	1.586207	0.682288	9	6	2
Parfüm	6.366667	2.204749	4.935484	2.080633	2.400000	1.428769	14	6	2
Party	6.766667	2.445028	6.354839	1.817478	4.354839	2.702448	11	5	2
Pech	3.709677	1.986514	5.000000	2.289406	6.766667	2.872982	11	4	1
Pein	3.354839	2.259032	5.933333	2.347902	7.533333	2.029665	14	4	1
Pendel	4.967742	0.795147	2.483871	1.567822	1.870968	1.335214	15	6	2
Penis	5.387097	1.856115	7.580645	1.875708	1.225807	0.425024	14	5	2
Penner	3.645161	2.317303	6.166667	2.478644	3.967742	2.344979	14	6	2
Perle	6.451613	2.292578	5.400000	2.499655	2.300000	1.878187	13	5	2
Pest	2.838710	2.757980	7.032258	1.991379	3.800000	2.808853	13	4	1
Petze	3.451613	2.079082	5.258065	2.449051	6.233333	2.635086	18	5	2
Pfanne	5.354839	0.914636	2.166667	1.440386	1.354839	0.709384	14	6	2
Pflege	5.733333	1.874205	4.096774	2.385440	6.354839	2.563180	11	6	2
Pfusch	3.000000	2.338090	6.096774	2.226430	6.100000	2.591099	15	6	1
Phase	4.903226	0.870051	2.200000	1.749877	6.419355	2.802073	10	5	2
Phobie	3.566667	2.373464	5.838710	2.161740	7.833333	1.464131	17	6	2
Pickel	3.354839	2.025642	5.774194	2.539156	1.935484	1.209283	15	6	2
Picknick	6.500000	2.145565	4.483871	2.219174	3.096774	2.119038	14	8	2
Pimmel	4.516129	2.420344	7.516129	1.690581	1.500000	0.937716	18	6	2
Pisse	3.129032	2.404744	7.333333	2.309401	1.967742	1.168585	18	5	2
Pizza	6.866667	1.655364	4.903226	2.534493	1.806452	1.514802	13	5	2
Plage	3.451613	2.126636	4.838710	2.491275	5.400000	3.046762	14	5	2
Plakat	5.400000	0.932183	2.806452	1.922140	2.096774	1.776792	12	6	2
Plane	5.000000	1.114172	2.032258	1.168585	2.258065	1.712070	14	5	2
Platte	5.225807	0.804557	2.333333	1.787569	2.516129	1.729566	11	6	2
Pleite	3.354839	2.345896	4.935484	2.293985	5.200000	2.869579	11	6	2
Pöbel	3.580645	2.094026	5.322581	2.022986	4.800000	2.857537	15	5	2
Pocken	3.032258	2.330721	4.677419	2.574064	3.322581	2.271374	15	6	2
Poet	5.866667	2.255007	4.677419	2.399821	5.000000	2.489980	13	4	2
Polyp	4.548387	1.785846	2.580645	1.607777	2.935484	2.015531	18	5	2
Popel	4.032258	1.622424	5.322581	2.468294	1.833333	1.620629	18	5	2
Popo	6.290323	1.531743	6.548387	2.142253	1.677419	0.871286	17	4	2
Porno	5.709677	2.424782	8.161290	1.035914	3.774194	2.765377	15	5	2
Pracht	5.862069	2.048068	3.774194	2.418122	5.833333	2.792642	12	6	1
Prämie	6.233333	2.176415	4.161290	2.517893	5.129032	2.789766	12	6	2
Prärie	5.419355	1.708297	2.806452	1.990299	3.700000	2.961244	15	6	2
Produkt	5.290323	0.692510	2.225807	1.476701	4.193548	2.773919	10	7	2
Profi	6.129032	2.045188	4.290323	2.340848	5.193548	2.508909	11	5	2
Profit	5.354839	2.244228	4.000000	2.476557	6.033333	2.772816	12	6	2
Prospekt	5.225807	0.716923	2.200000	1.063501	3.000000	2.309401	13	8	2
Prügel	3.000000	2.097618	6.433333	2.284631	4.774194	2.679673	13	6	2
Puff	4.258065	2.542541	7.225807	1.585553	2.774194	2.276103	15	4	1
Pups	4.193548	2.587397	5.033333	2.566137	3.233333	2.486978	18	4	1
Pussy	5.612903	2.629036	7.548387	1.689945	3.677419	2.638018	17	5	2
Quadrat	5.096774	0.300537	2.333333	2.106367	3.633333	2.858542	14	7	2
Qual	3.266667	2.545223	5.419355	2.813944	6.900000	2.509980	13	4	1
Quartier	5.096774	1.011759	2.387097	1.430091	4.096774	2.867692	12	8	2
Rache	3.677419	2.468294	7.566667	1.941974	6.966667	2.645534	11	5	2
Rächer	4.322581	2.300538	5.966667	2.370557	5.517241	2.848818	14	6	2
Rampe	4.483871	1.609782	2.258065	1.153769	2.633333	1.771096	13	5	2
Raps	5.387097	1.229564	2.233333	1.406471	2.400000	1.958184	14	4	1
Rasen	5.709677	1.131181	2.700000	1.764594	2.193548	2.006977	11	5	2
Rassist	2.483871	2.406532	7.967742	1.682931	4.533333	2.873582	15	7	2
Rasur	5.870968	1.668171	4.516129	2.718713	2.870968	2.028825	17	5	2
Ratte	3.903226	2.119038	5.333333	2.122675	1.266667	0.583292	14	5	2
Raub	3.064516	2.568209	5.645161	2.589059	4.935484	2.920451	12	4	1
Räuber	3.387097	2.389943	5.516129	2.047290	3.322581	2.399821	11	6	2
Rechner	5.709677	1.636939	3.032258	2.243270	2.129032	1.586231	11	7	2
Regal	4.967742	0.314523	1.580645	0.807225	1.612903	1.229564	13	5	2
Reichtum	6.066667	1.964045	5.193548	2.427885	6.200000	2.893512	11	8	2
Reife	6.032258	1.870541	4.566667	2.595531	7.200000	2.249904	13	5	2
Reifung	6.133333	1.547709	3.419355	2.029355	7.800000	1.669194	16	7	2
Reise	6.633333	2.428045	5.344828	2.594993	4.838710	2.794003	9	5	2
Reiz	6.233333	1.695498	5.935484	1.965290	7.066667	2.211776	11	4	1
Rekord	6.451613	2.079082	4.483871	2.791308	5.566667	2.896887	11	6	2
Reptil	5.064516	1.152837	3.483871	1.947151	2.333333	1.806756	16	6	2
Ressort	5.290323	0.863850	2.033333	1.325697	5.300000	3.086679	10	7	2
Retter	6.400000	2.127002	5.233333	2.445028	4.516129	2.606031	12	6	2
Rettung	6.225807	1.892259	5.433333	2.373464	6.645161	2.470471	10	7	2
Riegel	4.870968	1.117794	2.533333	1.775957	2.419355	1.784642	13	6	2
Röhre	4.806452	0.792437	2.096774	1.491193	2.709677	2.193833	13	5	2
Roman	5.516129	1.729566	3.580645	1.910919	2.800000	2.325273	9	5	2
Rose	6.466667	1.942862	4.806452	2.386341	1.419355	0.672022	12	4	2
Rotz	3.645161	2.009119	5.064516	2.657511	3.709677	2.865816	17	4	1
Ruder	5.290323	1.216376	2.310345	1.514300	1.580645	1.232185	13	5	2
Ruhe	6.580645	2.012862	3.677419	2.625352	7.300000	2.103364	9	4	2
Ruhm	6.290323	2.253790	5.612903	2.246144	8.066667	1.529781	11	4	1
Rührung	5.838710	2.177105	5.258065	2.337631	6.600000	2.540703	13	7	2
Ruin	2.870968	2.432309	4.903226	2.467858	5.966667	2.735253	13	4	2
Rülpser	3.967742	1.957615	6.225807	2.124613	3.838710	2.757980	18	7	2
Rüpel	3.709677	1.792457	5.419355	2.247579	5.032258	2.915292	16	5	2
Saal	5.225807	0.804557	2.548387	2.046765	2.387097	1.838068	10	4	1
Sadist	3.064516	2.220142	7.000000	1.770122	5.766667	2.932380	17	6	2
Sahne	5.903226	1.680374	3.419355	2.446415	1.580645	0.922829	14	5	2
Salbung	5.064516	1.711442	3.838710	2.596110	5.322581	3.015373	17	7	2
Sammler	5.225807	1.359159	2.258065	1.365473	4.516129	2.631488	11	7	2
Sand	6.419355	1.910919	2.935484	2.235106	1.935484	1.860743	10	4	1
Sänger	6.133333	1.888866	4.096774	2.357327	2.838710	2.001612	10	6	2
Saphir	6.000000	1.603568	3.933333	2.258064	2.258065	1.879144	17	6	2
Sarg	3.866667	2.622625	5.935484	2.421232	1.866667	1.136642	12	4	1
Satan	3.483871	2.514902	6.838710	2.464370	5.966667	3.326833	13	5	2
Satin	5.793103	1.934265	4.451613	2.527696	2.741936	2.190399	16	5	2
Satz	5.193548	0.601074	1.900000	1.446756	4.433333	3.114851	9	4	1
Sau	3.645161	1.889416	7.096774	1.850312	1.645161	1.379575	13	3	1
Säufer	3.193548	2.271847	6.838710	2.099155	3.419355	2.349102	15	6	2
Säule	5.096774	0.978258	2.225807	1.783436	1.838710	1.098386	12	5	2
Sauna	6.354839	1.761598	6.266667	2.377094	2.000000	1.653280	12	5	2
Schabe	3.741936	1.788253	3.774194	2.276103	1.800000	0.846901	18	6	2
Schaf	5.516129	1.091512	2.566667	2.028815	1.354839	0.709384	13	5	1
Schal	5.322581	1.620434	2.483871	1.912607	1.451613	0.850047	13	5	1
Schale	5.161290	0.778750	2.800000	1.749877	1.933333	1.740657	13	6	2
Schalk	4.806452	1.424064	3.741936	1.982721	5.866667	2.738403	15	6	1
Schalter	5.129032	0.499462	1.500000	0.820008	1.838710	1.344043	13	8	2
Schande	3.161290	2.252358	5.741936	2.205565	6.233333	2.990598	12	7	2
Schatz	7.000000	2.165561	5.161290	2.395785	4.290323	2.648189	12	6	1
Schaufel	4.935484	0.727346	2.366667	1.376736	1.451613	0.994609	14	8	2
Schaum	5.800000	1.494819	3.677419	2.314982	2.161290	1.098386	14	6	1
Scheide	5.774194	1.856694	7.548387	1.178663	1.766667	1.165106	15	7	2
Scheisse	3.290323	2.410996	6.096774	2.785137	2.833333	2.134824	13	8	2
Schema	4.903226	1.164899	2.000000	1.741977	6.133333	2.873582	13	6	2
Schenkel	6.483871	1.234800	5.966667	2.671476	2.096774	1.578076	14	8	2
Schere	4.903226	0.789719	2.225807	1.476701	1.225807	0.560338	13	6	2
Scherz	6.566667	2.062528	5.096774	2.038870	6.266667	2.347902	12	6	1
Scheusal	2.833333	2.600840	5.933333	2.405931	6.266667	2.715642	16	8	2
Schiene	5.000000	1.064581	2.333333	1.881550	1.966667	1.731719	12	7	2
Schiff	5.451613	1.260654	2.966667	1.828573	1.580645	0.958269	10	6	1
Schilf	5.258065	1.182307	2.483871	1.567822	1.733333	1.257620	14	6	1
Schimmel	3.387097	2.512335	4.096774	2.181052	3.033333	2.251181	13	8	2
Schinken	5.548387	1.767083	3.548387	2.157757	1.322581	0.540808	13	8	2
Schirm	5.225807	1.023383	2.548387	2.013930	1.600000	1.248447	13	6	1
Schiss	3.466667	2.270247	6.133333	2.239663	5.322581	3.145230	18	6	1
Schlacht	3.709677	2.116499	6.766667	2.223438	4.666667	2.820288	11	8	1
Schlaf	6.766667	2.387949	4.741936	2.620022	3.903226	2.844349	11	6	1
Schläger	2.935484	2.337170	6.866667	1.942862	3.838710	2.504619	12	8	2
Schlampe	3.677419	2.371878	7.387097	1.605769	3.741936	2.529397	16	8	2
Schlaufe	5.129032	1.024433	2.533333	2.063364	2.566667	1.977169	17	8	2
Schleim	3.866667	2.161311	5.387097	2.883024	2.333333	1.625939	15	7	1
Schlips	5.064516	0.813859	3.129032	2.459566	1.645161	1.198566	14	7	1
Schlund	4.233333	1.813424	4.766667	2.344227	4.451613	2.730552	15	7	1
Schmaus	5.967742	1.682931	4.870968	2.390843	4.161290	2.570302	16	7	1
Schmerz	3.387097	2.231254	6.333333	2.186689	6.533333	2.775923	11	7	1
Schmuck	5.774194	1.542934	3.612903	2.375955	2.000000	1.339068	11	7	1
Schmutz	3.419355	1.821615	4.387097	2.290232	3.290323	2.147767	13	7	1
Schnauze	3.451613	2.142253	5.666667	2.509751	3.129032	2.486523	14	8	2
Schnee	6.233333	1.924136	3.709677	2.424782	1.633333	1.425950	10	6	1
Schnitt	5.161290	1.128325	2.903226	2.038870	3.903226	2.314517	10	7	1
Schnösel	3.516129	2.111413	4.935484	2.407426	5.516129	2.644125	16	8	2
Schnur	4.806452	0.749193	1.935484	1.093480	1.766667	1.104328	13	6	1
Schock	3.612903	2.011259	7.600000	1.101723	6.733333	2.347902	11	6	1
Schrank	5.064516	0.249731	1.933333	1.484014	1.290323	0.588419	12	7	1
Schreck	4.032258	2.167700	5.766667	2.541834	7.354839	1.992459	13	7	1
Schrei	3.933333	1.818171	6.700000	1.784029	4.633333	2.760352	12	6	1
Schrift	5.258065	1.750576	2.903226	2.165715	4.290323	2.991026	11	7	1
Schuft	3.612903	1.891691	5.100000	2.426151	5.129032	2.952309	15	6	1
Schuh	5.548387	1.588263	2.548387	1.859009	1.419355	0.992445	12	5	1
Schuld	3.774194	1.978378	5.774194	2.171170	7.266667	2.476557	9	6	1
Schulden	2.741936	2.144260	5.366667	2.442206	4.935484	2.897533	10	8	2
Schulter	5.193548	1.275914	3.129032	2.232218	1.400000	0.723974	11	8	2
Schurke	3.709677	2.369157	5.533333	2.177207	4.451613	2.566953	15	7	2
Schüssel	5.129032	0.921663	1.800000	0.924755	1.290323	0.692510	12	8	2
Schutz	6.129032	2.140747	4.354839	2.106314	6.433333	2.686920	9	6	1
Schwamm	5.033333	1.129032	2.366667	1.847334	1.870968	1.359949	14	7	1
Schwanz	4.838710	2.067152	7.322581	1.758543	1.838710	1.485413	13	7	1
Schwarm	6.166667	1.763291	4.933333	2.638356	4.400000	2.823546	14	7	1
Schweiss	4.064516	1.824564	5.161290	2.608918	2.870968	2.012328	12	7	1
Schwinge	4.903226	0.789719	2.419355	1.607777	4.133333	2.921187	16	8	2
Schwuler	4.838710	1.753031	6.133333	2.388671	4.580645	2.604793	16	8	2
Schwung	5.774194	1.257237	4.400000	2.443852	6.258065	2.279879	11	7	1
Schwur	5.741936	1.692488	4.677419	2.343603	6.533333	2.596195	13	6	1
Seele	6.433333	2.011747	5.900000	2.354013	7.800000	2.187740	9	5	2
Segen	5.666667	1.899788	3.548387	2.157757	6.866667	2.609444	11	5	2
Segnung	5.566667	2.284631	4.000000	2.449490	7.400000	2.237610	16	7	2
Seide	5.677419	1.868816	3.451613	2.110904	2.300000	1.967845	13	5	2
Seil	5.032258	0.657463	2.548387	1.728944	1.516129	1.313290	13	4	1
Sekt	5.966667	1.564329	4.833333	2.742807	2.000000	1.812654	12	4	1
Selters	5.290323	1.418768	2.300000	1.441981	2.066667	1.760355	16	7	2
Sender	5.354839	1.081616	2.483871	1.502686	4.096774	2.797080	9	6	2
Sendung	5.387097	0.760588	2.903226	1.921021	4.870968	2.565696	10	7	2
Sequenz	5.000000	0.730297	1.935484	1.209283	5.133333	3.082021	14	7	2
Seuche	2.870968	2.680074	7.387097	1.764037	5.548387	2.681277	13	6	2
Sex	7.322581	2.399821	8.322581	0.944708	4.290323	2.934775	10	3	1
Sieb	5.290323	0.972747	1.900000	1.184672	1.666667	0.994236	15	4	1
Sieg	6.700000	2.628098	6.266667	2.558735	5.967742	2.822338	8	4	1
Siegel	5.096774	1.011759	2.387097	1.666882	2.866667	2.635740	13	6	2
Sieger	6.870968	2.261886	6.096774	2.687686	4.666667	3.122039	10	6	2
Silbe	4.966667	0.556053	2.354839	1.817478	4.500000	2.933164	14	5	2
Sitz	5.225807	0.668814	2.193548	1.352020	2.600000	2.010318	10	4	1
Ski	5.900000	1.688705	3.677419	2.700458	2.129032	1.839238	12	3	1
Sklave	3.258065	2.421676	6.096774	2.573646	3.548387	2.592794	14	6	2
Slalom	5.466667	1.382984	2.600000	1.753814	3.193548	2.166708	13	6	2
Sockel	4.935484	0.963863	2.000000	1.341641	2.483871	1.690581	13	6	2
Sohle	5.000000	0.683130	1.741936	1.094463	1.800000	1.156690	14	5	2
Soja	5.290323	1.574665	2.548387	2.218689	2.451613	1.894531	14	4	2
Sommer	7.100000	2.550862	5.709677	2.519174	4.838710	3.173818	9	6	2
Sonne	6.935484	2.365523	5.419355	2.668010	2.354839	2.106314	9	5	2
Sorte	5.193548	0.749193	1.838710	0.898027	6.310345	2.592619	12	5	2
Spalte	5.387097	1.229564	4.666667	2.425914	2.580645	1.857852	14	6	2
Spange	4.483871	1.457646	3.290323	1.969662	1.741936	1.063571	16	6	2
Spanner	3.233333	2.223438	6.533333	1.655364	5.066667	2.815393	16	7	2
Spass	7.709677	2.383185	6.709677	2.268532	7.096774	2.328874	16	5	1
Speichel	4.774194	1.257237	5.000000	2.117253	2.193548	1.470133	15	8	2
Speicher	5.193548	0.872520	2.903226	2.285532	4.290323	2.722665	13	8	2
Spektrum	5.354839	0.838586	2.612903	1.943835	5.666667	2.974992	11	8	2
Spende	6.300000	1.784029	3.935484	2.351389	4.935484	2.743908	12	6	2
Sperma	5.096774	1.513381	6.833333	1.782740	1.645161	0.950382	15	6	2
Spiegel	5.322581	1.514092	2.935484	2.293985	1.483871	0.769024	9	7	2
Spinner	3.774194	1.783436	5.193548	2.455190	4.870968	2.741556	14	7	2
Spion	4.000000	1.932184	5.838710	2.517893	4.129032	2.777792	13	5	2
Spitzel	3.354839	2.137731	5.258065	2.449051	4.258065	2.555618	14	7	2
Spott	3.709677	2.208975	5.064516	2.249970	6.516129	2.447733	12	5	1
Sprache	5.451613	1.609114	3.161290	2.001612	6.233333	2.686920	8	7	2
Spritze	3.548387	1.840991	5.266667	2.420221	1.258065	0.444803	13	7	2
Spucke	4.290323	1.531743	4.451613	2.406086	2.096774	1.350428	16	6	2
Stachel	4.419355	1.432345	4.225807	2.290701	2.000000	1.437591	14	7	2
Stahl	5.133333	0.899553	2.322581	1.777397	2.066667	1.659525	11	5	1
Stamm	5.129032	0.763411	2.064516	1.547805	2.032258	2.040978	12	5	1
Stapel	4.870968	0.670420	1.709677	0.824360	3.516129	2.420344	13	6	2
Stärke	6.566667	2.011747	4.903226	2.481328	6.931035	2.389427	10	6	2
Stasi	3.580645	2.579072	5.866667	2.609444	4.290323	3.013233	11	5	2
Statut	4.935484	0.997847	2.166667	1.487496	5.100000	2.669754	14	6	2
Stecher	3.677419	2.329336	5.266667	2.638356	4.903226	2.586566	16	7	2
Stecker	4.774194	0.804557	2.516129	1.729566	1.774194	1.687398	15	7	2
Stein	4.870968	0.670420	2.322581	1.620434	1.193548	0.401610	10	5	1
Steuer	4.096774	1.989218	2.774194	2.060901	5.451613	3.042353	11	6	2
Stiefel	5.096774	0.943569	3.000000	2.380476	1.566667	1.222866	13	7	2
Stiel	4.935484	0.442379	2.580645	1.875708	1.774194	1.257237	15	5	1
Stift	5.548387	0.960511	2.300000	1.725069	1.645161	1.644149	13	5	1
Stinker	3.133333	2.192988	5.366667	2.442206	5.774194	2.552250	16	7	2
Stirn	5.322581	0.871286	3.258065	2.250448	2.100000	1.709003	11	5	1
Stoff	5.064516	0.892020	2.548387	1.670104	2.838710	2.192362	10	5	1
Stolz	6.064516	1.730809	4.838710	2.450806	7.633333	2.428045	10	5	1
Störer	3.161290	1.984889	6.133333	2.388671	4.548387	2.730552	15	6	2
Strahlen	5.300000	1.967845	3.387097	2.512335	6.774194	2.276103	12	8	2
Strand	6.866667	2.080009	4.935484	2.886006	2.225807	1.606439	12	6	1
Strasse	5.300000	0.794377	2.193548	1.558190	1.903226	1.164899	15	7	2
Streifen	5.419355	0.885972	1.866667	0.937102	3.266667	2.476557	11	8	2
Streit	3.129032	2.348644	6.133333	2.515241	5.933333	3.027840	8	6	1
Stress	3.387097	2.139742	5.833333	2.379269	7.354839	1.992459	12	6	1
Stricher	3.161290	2.296327	6.709677	1.883145	5.225807	2.486090	16	8	2
Strick	4.129032	1.892827	3.806452	2.315446	1.806452	1.701359	13	6	1
Strumpf	5.000000	0.894427	2.833333	2.052473	1.870968	1.839238	15	7	1
Student	5.838710	2.222563	4.466667	2.330211	3.645161	2.331643	11	7	2
Stufe	4.967742	0.179605	1.800000	0.886683	2.322581	1.700727	11	5	2
Stuhl	4.903226	0.907555	1.870968	1.258092	1.290323	0.588419	11	5	1
Stummel	4.354839	1.799044	2.903226	1.700095	3.064516	1.948255	17	7	2
Stümper	3.580645	1.765865	4.645161	2.589059	6.200000	2.412611	16	7	2
Stunde	5.064516	0.853834	2.225807	1.627056	5.129032	3.148989	8	6	2
Stunk	3.354839	2.137731	6.258065	2.279879	6.200000	2.441029	17	5	1
Stute	5.322581	1.076634	4.580645	2.617559	1.774194	1.309190	13	5	2
Sucht	3.032258	2.258080	6.645161	1.761598	6.766667	2.402346	12	5	1
Suff	3.709677	2.283178	7.033333	1.731719	5.500000	2.542738	15	4	1
Summe	5.161290	0.969425	2.600000	2.313379	5.600000	2.883963	9	5	2
Sünde	4.100000	2.771157	6.033333	2.385059	7.466667	2.270247	12	5	2
Suppe	5.387097	1.282638	2.967742	2.121067	2.129032	1.543631	12	5	2
Tafel	5.161290	0.637536	2.066667	1.337350	1.451613	0.722897	11	5	2
Talent	6.633333	1.847334	4.466667	2.192988	7.000000	2.334154	11	6	2
Tango	6.096774	2.211407	4.709677	2.532371	3.433333	2.344227	13	5	2
Tanz	5.741936	1.982721	4.322581	2.314982	3.806452	2.625762	10	4	1
Tänzer	5.903226	2.022455	5.806452	2.400269	3.193548	2.271847	11	6	2
Tasche	5.032258	0.795147	2.033333	1.351457	1.633333	1.217214	12	6	2
Tasse	5.290323	0.863850	1.677419	0.832150	1.322581	0.475191	13	5	2
Taste	5.000000	0.365148	2.032258	1.277599	1.548387	0.960511	15	5	2
Täter	3.419355	2.187452	6.333333	2.186689	4.290323	2.734880	9	5	2
Taxi	5.161290	0.820438	2.233333	1.568732	1.633333	1.098065	12	4	2
Technik	5.433333	1.330889	2.419355	1.628377	5.200000	3.067066	9	7	2
Teig	5.612903	1.256382	2.333333	1.516196	2.032258	1.852635	14	4	1
Tennis	5.774194	1.606439	3.600000	2.499655	2.200000	1.540264	11	6	2
Teppich	5.129032	0.499462	2.193548	1.249516	1.806452	1.275914	12	7	2
Terror	2.633333	2.579539	7.466667	2.096522	7.066667	2.258064	10	6	2
Teufel	3.709677	2.383185	6.266667	2.572177	5.793103	3.416131	10	6	2
Tinte	5.354839	1.018116	2.580645	1.586909	1.866667	1.224276	13	5	2
Tisch	5.032258	0.706346	1.733333	1.362891	1.451613	0.994609	9	5	1
Toaster	5.322581	1.165822	1.870968	1.565076	1.290323	0.588419	15	7	2
Tod	2.500000	2.542738	7.193548	1.851474	5.533333	3.441465	8	3	1
Torte	6.032258	1.991379	2.838710	1.675247	1.354839	0.754912	14	5	2
Tötung	2.666667	2.509751	7.645161	1.742573	5.000000	3.023716	12	6	2
Tragik	4.129032	2.077530	4.516129	2.378669	8.000000	1.144703	13	6	2
Traktor	5.161290	1.003221	2.266667	1.700575	1.548387	1.386572	14	7	2
Transfer	5.322581	1.326326	2.322581	1.469401	6.100000	2.643796	12	8	2
Trauer	3.161290	2.310798	6.733333	2.016028	6.724138	2.671230	11	6	2
Traum	6.733333	2.049951	5.290323	2.558561	6.333333	2.940013	9	5	1
Trauma	3.225807	2.140244	7.400000	1.379655	6.200000	2.644448	13	6	2
Träumer	6.700000	1.950243	5.258065	2.449051	5.266667	2.970352	14	7	2
Trauung	6.233333	2.160513	5.451613	2.474385	4.866667	2.825174	14	7	2
Treffer	6.066667	1.910648	4.677419	2.357783	5.290323	2.648189	10	7	2
Trennung	3.580645	2.094026	6.466667	2.417370	6.833333	2.464693	10	8	2
Treppe	4.806452	1.077632	2.193548	1.447282	1.833333	1.341212	11	6	2
Treue	6.400000	2.298425	5.967742	2.243270	7.600000	1.773366	11	5	1
